file,PAC Name (Affiliate),Country of Origin/Parent Company,Total,Dems,Repubs
"data/Foreign Connected PACs, 2001-2002.csv",Credit Suisse First Boston (Credit Suisse Group),Switzerland/Credit Suisse Group,$0,$0,$0
"data/Foreign Connected PACs, 2001-2002.csv",DaimlerChrysler (DaimlerChrysler),Germany/DaimlerChrysler AG,"$483,090","$196,590","$286,500"
"data/Foreign Connected PACs, 2001-2002.csv",Diageo North America (Diageo PLC),UK/Diageo PLC,"$61,000","$24,000","$37,000"
"data/Foreign Connected PACs, 2001-2002.csv",E ON US,Germany/Eon AG,"$4,850",$500,"$4,350"
"data/Foreign Connected PACs, 2001-2002.csv",Equitable Life Assurance Society (AXA),France/AXA,"$104,500","$39,500","$65,000"
"data/Foreign Connected PACs, 2001-2002.csv",Essroc Corp,Italy/Italcementi Group,"$2,600","$1,500","$1,100"
"data/Foreign Connected PACs, 2001-2002.csv",Experian (GUS plc),UK/GUS plc,"$1,000",$0,"$1,000"
"data/Foreign Connected PACs, 2001-2002.csv",Experian (GUS Plc),UK/GUS plc,$0,$0,$0
"data/Foreign Connected PACs, 2001-2002.csv",Farmers Group (Zurich Financial Services),Switzerland/Zurich Financial Services,"$36,650","$7,300","$29,350"
"data/Foreign Connected PACs, 2001-2002.csv",First Hawaiian Bank (BNP Paribas),France/BNP Paribas,"$5,200","$5,200",$0
"data/Foreign Connected PACs, 2001-2002.csv",Food Lion,Belgium/Delhaize Group,"$37,750","$10,000","$27,750"
"data/Foreign Connected PACs, 2001-2002.csv",Fortis Inc,Belgium/Fortis AG,"$79,000","$21,000","$58,000"
"data/Foreign Connected PACs, 2001-2002.csv",Foster Wheeler,Switzerland/Foster Wheeler PLC,"$8,800","$1,000","$7,800"
"data/Foreign Connected PACs, 2001-2002.csv",Gambro Healthcare,Sweden/Gambro AB,"$4,000",$0,"$4,000"
"data/Foreign Connected PACs, 2001-2002.csv",Genentech Inc (Roche Holdings),Switzerland/Roche Group,"$128,250","$71,500","$56,750"
"data/Foreign Connected PACs, 2001-2002.csv",Getronics Government Solutions (BAE Systems),UK/BAE Systems,"$1,000","$1,000",$0
"data/Foreign Connected PACs, 2001-2002.csv",GKN Corp,UK/GKN PLC,$630,$0,$630
"data/Foreign Connected PACs, 2001-2002.csv",GlaxoSmithKline (GlaxoSmithKline),UK/GlaxoSmithKline,"$769,042","$193,923","$575,119"
"data/Foreign Connected PACs, 2001-2002.csv",GlaxoSmithKline (GlaxoSmithKline),UK/GlaxoSmithKline,"($4,000)",($500),"($3,500)"
"data/Foreign Connected PACs, 2001-2002.csv",Grand Trunk Western-Illinois Central RR,Canada/Canadian National Railway,"$21,825","$12,675","$9,150"
"data/Foreign Connected PACs, 2001-2002.csv",Great-West Life & Annuity Insurance (Power Financial Corp),Canada/Power Financial Corp,"$35,550","$4,050","$31,500"
"data/Foreign Connected PACs, 2001-2002.csv",Greyhound Lines,Canada/Laidlaw,"$39,500","$24,500","$15,000"
"data/Foreign Connected PACs, 2001-2002.csv",Heineken USA (Heineken NV),Netherlands/Heineken NV,"$12,000","$8,000","$4,000"
"data/Foreign Connected PACs, 2001-2002.csv",Hill & Knowlton (WPP Group),UK/WPP Group,"$30,000","$17,500","$12,500"
"data/Foreign Connected PACs, 2001-2002.csv",Hoffmann-La Roche (Roche Holdings),Switzerland/Roche Holdings,"$101,800","$60,300","$41,500"
"data/Foreign Connected PACs, 2001-2002.csv",Holcim US,Switzerland/Holcim Ltd,"$71,838","$24,213","$47,625"
"data/Foreign Connected PACs, 2001-2002.csv",HSBC USA,UK/HSBC Holdings,"$5,330","$3,000","$2,330"
"data/Foreign Connected PACs, 2001-2002.csv",ING US (ING Group),Netherlands/ING Group,"$149,395","$52,000","$97,395"
"data/Foreign Connected PACs, 2001-2002.csv",Instinet Corp,UK/Reuters Group,"$67,500","$23,500","$44,000"
"data/Foreign Connected PACs, 2001-2002.csv",JA Jones Construction (Philipp Holzmann AG),Germany/Philipp Holzmann AG,"$2,900","$1,400","$1,500"
"data/Foreign Connected PACs, 2001-2002.csv",Jackson National Life Insurance,UK/Prudential PLC,"$71,821","$21,000","$50,821"
"data/Foreign Connected PACs, 2001-2002.csv",Joseph E Seagram & Sons (Diageo PLC),UK/Diageo PLC,"$26,300","$10,300","$16,000"
"data/Foreign Connected PACs, 2001-2002.csv",Kennecott Energy,UK/Rio Tinto PLC,"$85,246","$21,000","$64,246"
"data/Foreign Connected PACs, 2001-2002.csv",LaFarge North America (Lafarge SA),France/Lafarge SA,"$42,500","$15,000","$27,500"
"data/Foreign Connected PACs, 2001-2002.csv",LaSalle Bank (ABN AMRO),Netherlands/ABN Amro Holding,"$32,250","$18,000","$14,250"
"data/Foreign Connected PACs, 2001-2002.csv",Learjet Inc (Bombardier Inc),Canada/Bombardier Inc,"$1,000",$500,$500
"data/Foreign Connected PACs, 2001-2002.csv",Lehigh Cement,Germany/HeidelbergCement AG,"$16,250","$3,500","$12,750"
"data/Foreign Connected PACs, 2001-2002.csv",Lone Star Industries,Germany/Dyckerfhoff,"$10,500","$4,000","$6,500"
"data/Foreign Connected PACs, 2001-2002.csv",Loral Space & Communications,UK/Loral Space & Communications,"$96,600","$74,600","$22,000"
"data/Foreign Connected PACs, 2001-2002.csv",Maersk Inc (AP Moller-Maersk),Denmark/AP Moller-Maersk,"$53,500","$16,500","$37,000"
"data/Foreign Connected PACs, 2001-2002.csv",Mallinckrodt Pharmaceuticals (Tyco International),Ireland/Tyco International,"$24,000","$9,000","$15,000"
"data/Foreign Connected PACs, 2001-2002.csv",Massachusetts Financial Services,Canada/Sun Life Financial Services,"$1,000","$1,000",$0
"data/Foreign Connected PACs, 2001-2002.csv",Master Builders Inc,Germany/E.ON AG,$0,$0,$0
"data/Foreign Connected PACs, 2001-2002.csv",McDermott International (McDermott International),Panama/McDermott International,"$20,500","$4,500","$16,000"
"data/Foreign Connected PACs, 2001-2002.csv",Michigan National Bank (ABN AMRO),Netherlands/ABN AMRO,$500,$0,$500
"data/Foreign Connected PACs, 2001-2002.csv",Miller Brewing (SABMiller),UK/SABMiller PLC,"$4,000","$4,000",$0
"data/Foreign Connected PACs, 2001-2002.csv",National Grid USA (National Grid plc),UK/National Grid plc,"$61,450","$33,500","$27,950"
"data/Foreign Connected PACs, 2001-2002.csv",National Steel Corp,Japan/NKK Corp,$0,$0,$0
"data/Foreign Connected PACs, 2001-2002.csv",Nestle Purina PetCare (Nestle SA),Switzerland/Nestle SA,"$26,500","$5,500","$21,000"
"data/Foreign Connected PACs, 2001-2002.csv",Nestle USA (Nestle SA),Switzerland/Nestle,"$49,250","$15,000","$34,250"
"data/Foreign Connected PACs, 2001-2002.csv",Nestle Waters North America (Nestle SA),Switzerland/Nestle,"$7,900","$3,000","$4,900"
"data/Foreign Connected PACs, 2001-2002.csv",News America Publishing (News Corporation),Australia/News Corp,"$87,710","$48,000","$39,710"
"data/Foreign Connected PACs, 2001-2002.csv",Novartis Corp (Novartis AG),Switzerland/Novartis AG,"$175,555","$43,250","$132,305"
"data/Foreign Connected PACs, 2001-2002.csv",Oldcastle Materials,Ireland/CRH PLC,"$109,600","$57,300","$52,300"
"data/Foreign Connected PACs, 2001-2002.csv",ONDEO Nalco (SUEZ SA),France/Suez Lyonnaise des Eaux,"$13,100","$3,000","$10,100"
"data/Foreign Connected PACs, 2001-2002.csv",Oppenheimer Capital (Allianz),Germany/Allianz AG Holding,$0,$0,$0
"data/Foreign Connected PACs, 2001-2002.csv",Organon Inc,Netherlands/Akzo Nobel,$0,$0,$0
"data/Foreign Connected PACs, 2001-2002.csv",PacifiCorp,UK/Scottish Power,"$10,000","$2,500","$7,500"
"data/Foreign Connected PACs, 2001-2002.csv",Pennsylvania-American Water Co (RWE AG),Germany/RWE AG,$0,$0,$0
"data/Foreign Connected PACs, 2001-2002.csv",Peter Pan Seafoods,Japan/Nichiro Corp,"$3,850",$350,"$3,500"
"data/Foreign Connected PACs, 2001-2002.csv",Philips Electronics North America,Netherlands/Philips Electronics,"$69,858","$10,100","$59,758"
"data/Foreign Connected PACs, 2001-2002.csv",Pilkington North America,UK/Pilkington Group,"$2,500","$1,000","$1,500"
"data/Foreign Connected PACs, 2001-2002.csv",Pinkerton Tobacco,Sweden/Swedish Match AB,"$40,495","$6,500","$33,995"
"data/Foreign Connected PACs, 2001-2002.csv",RBC Centura Banks,Canada/Royal Bank of Canada,"$13,500","$5,750","$7,750"
"data/Foreign Connected PACs, 2001-2002.csv",Reed Elsevier Inc,UK/Reed Elsevier Group,"$34,500","$14,500","$20,000"
"data/Foreign Connected PACs, 2001-2002.csv",Rolls-Royce North America (Rolls-Royce PLC),UK/Rolls-Royce International,"$125,449","$42,750","$82,699"
"data/Foreign Connected PACs, 2001-2002.csv",Roquette America,France/Roquette Freres,$125,$125,$0
"data/Foreign Connected PACs, 2001-2002.csv",Sagem Morpho Inc,France/Sagem SA,"$7,500","$7,500",$0
"data/Foreign Connected PACs, 2001-2002.csv",SAP America,Germany/SAP AG,"$20,100","$9,000","$11,100"
"data/Foreign Connected PACs, 2001-2002.csv",Sensormatic Electronics (Tyco International),Ireland/Tyco International,"$2,328",$0,"$2,328"
"data/Foreign Connected PACs, 2001-2002.csv",Serono Inc,Switzerland/Serono SA,"$7,000","$2,000","$5,000"
"data/Foreign Connected PACs, 2001-2002.csv",SES Americom (SES Global),Luxembourg/SES Global,"$5,500","$3,000","$2,500"
"data/Foreign Connected PACs, 2001-2002.csv",Shaklee Corp (Yamanouchi Consumer),Japan/Yamanouchi Pharmaceutical,"$1,000","$1,000",$0
"data/Foreign Connected PACs, 2001-2002.csv",Shell Oil (Royal Dutch/Shell Group of Companies),Netherlands/Royal Dutch-Shell,"$127,790","$31,290","$96,500"
"data/Foreign Connected PACs, 2001-2002.csv",Siemens Corp (Siemens AG),Germany/Siemans AG,"$116,998","$31,999","$84,999"
"data/Foreign Connected PACs, 2001-2002.csv",Siemens Dematic Postal Automation (Siemens AG),Germany/Siemens AG,"$2,500","$1,500","$1,000"
"data/Foreign Connected PACs, 2001-2002.csv",Smith & Nephew,UK/Smith & Nephew Plc,"$19,000","$9,000","$10,000"
"data/Foreign Connected PACs, 2001-2002.csv",Sodexho Inc,France/Sodexho Alliance,"$3,350","$2,250","$1,100"
"data/Foreign Connected PACs, 2001-2002.csv",Solvay Pharmaceuticals,Belgium/Solvay SA,$0,$0,$0
"data/Foreign Connected PACs, 2001-2002.csv",Sony Pictures Entertainment (Sony Corp),Japan/Sony Corp,"$128,500","$73,500","$55,000"
"data/Foreign Connected PACs, 2001-2002.csv",Standard Federal Bank (ABN AMRO),Netherlands/ABN Amro Holding,"$13,100","$3,250","$9,850"
"data/Foreign Connected PACs, 2001-2002.csv",Syngenta Corp,Switzerland/Syngenta AG,"$34,500","$14,000","$20,500"
"data/Foreign Connected PACs, 2001-2002.csv",Syntex (USA) Inc (Roche Holdings),Switzerland/Roche Holdings,"$10,000","$8,000","$2,000"
"data/Foreign Connected PACs, 2001-2002.csv",T-Mobile USA,Germany/Deutsche Telekom AG,"$87,000","$50,000","$37,000"
"data/Foreign Connected PACs, 2001-2002.csv",Teck Cominco American,Canada/Teck Cominco,"$3,000","$1,000","$2,000"
"data/Foreign Connected PACs, 2001-2002.csv",Timex Corp,Netherlands/Timex Group,$0,$0,$0
"data/Foreign Connected PACs, 2001-2002.csv",Tractebel (Tractebel),Belgium/Tractabel,$0,$0,$0
"data/Foreign Connected PACs, 2001-2002.csv",Tractebel North America (Tractebel),Belgium/Tractabel,"$1,000",$0,"$1,000"
"data/Foreign Connected PACs, 2001-2002.csv",TransAmerica (Aegon NV),Netherlands/Aegon NV,$0,$0,$0
"data/Foreign Connected PACs, 2001-2002.csv",UBS Americas,Switzerland/UBS AG,"$111,400","$58,400","$52,000"
"data/Foreign Connected PACs, 2001-2002.csv",UnionBanCal Corp,Japan/Mitsubishi UFJ Financial Group,"$13,500","$3,500","$10,000"
"data/Foreign Connected PACs, 2001-2002.csv",United Water Resources (SUEZ SA),France/SUEZ SA,"$18,150","$14,650","$3,500"
"data/Foreign Connected PACs, 2001-2002.csv",Universal Studios (Vivendi Universal),France/Vivendi Universal,"$136,500","$65,500","$71,000"
"data/Foreign Connected PACs, 2001-2002.csv",US Surgical Corp (Tyco International),Ireland/Tyco International,$0,$0,$0
"data/Foreign Connected PACs, 2001-2002.csv",Wackenhut Corp (Group 4 Falck),Denmark/Group 4 Falck,"$20,250","$4,250","$16,000"
"data/Foreign Connected PACs, 2001-2002.csv",Wackenhut Corp (Group 4 Falck),Denmark/Group 4 Falck,$0,$0,$0
"data/Foreign Connected PACs, 2001-2002.csv",Westfield Corp,Australia/Westfield Group of Australia,"$23,619","$21,619","$2,000"
"data/Foreign Connected PACs, 2001-2002.csv",Westinghouse Electric (BNFL PLC),UK/British Nuclear Fuels PLC,"$5,250",$500,"$4,750"
"data/Foreign Connected PACs, 2001-2002.csv",Wexler & Walker Public Policy Assoc (WPP Group),UK/WPP Group,"$93,500","$34,000","$59,500"
"data/Foreign Connected PACs, 2001-2002.csv",Zurich Insurance (Zurich Financial Services),Switzerland/Zurich Financial Services,"$98,182","$32,000","$66,182"
"data/Foreign Connected PACs, 2003-2004.csv",7-Eleven,Japan/Ito-Yokado,$750,$0,$750
"data/Foreign Connected PACs, 2003-2004.csv",ABB Group,Switzerland/Asea Brown Boveri,"$16,500","$6,500","$10,000"
"data/Foreign Connected PACs, 2003-2004.csv",Accenture,UK/Accenture plc,"$197,071","$54,124","$142,947"
"data/Foreign Connected PACs, 2003-2004.csv",ACE INA,UK/ACE Ltd,"$169,900","$39,500","$130,400"
"data/Foreign Connected PACs, 2003-2004.csv",AE Staley Manufacturing (Tate & Lyle),UK/Tate & Lyle,"$11,500",$500,"$11,000"
"data/Foreign Connected PACs, 2003-2004.csv",AEGON USA,Netherlands/Aegon NV,"$174,500","$72,000","$102,500"
"data/Foreign Connected PACs, 2003-2004.csv",AIM Management Group,UK/AMVESCAP,"$18,500","$5,000","$13,500"
"data/Foreign Connected PACs, 2003-2004.csv",Air Liquide America,France/L'Air Liquide SA,"$12,925","$4,750","$8,175"
"data/Foreign Connected PACs, 2003-2004.csv",Alcatel USA,France/Alcatel,"$12,500","$1,000","$11,500"
"data/Foreign Connected PACs, 2003-2004.csv",Alcon Laboratories (Nestle SA),Switzerland/Nestle,"$32,220","$8,500","$23,720"
"data/Foreign Connected PACs, 2003-2004.csv",Allfirst Financial,Ireland/Allied Irish Banks,$0,$0,$0
"data/Foreign Connected PACs, 2003-2004.csv",Allianz of America (Allianz),Germany/Allianz AG Holding,"$116,750","$40,400","$76,350"
"data/Foreign Connected PACs, 2003-2004.csv",Allied Domecq Spirits & Wine,UK/Allied Domecq,"$43,500","$12,000","$31,500"
"data/Foreign Connected PACs, 2003-2004.csv",American Medical Response (Onex Corp),Canada/Onex Corp,$0,$0,$0
"data/Foreign Connected PACs, 2003-2004.csv",American Water Works Co (RWE AG),Germany/RWE AG,"$1,000","$1,000",$0
"data/Foreign Connected PACs, 2003-2004.csv",Anglogold Ashanti,South Africa/Anglogold Ashanti,"$6,500","$3,000","$3,500"
"data/Foreign Connected PACs, 2003-2004.csv",APL Ltd,Singapore/Neptune Orient Lines Ltd,"$16,500","$11,000","$5,500"
"data/Foreign Connected PACs, 2003-2004.csv",Arcadis G&M,Netherlands/Arcadis NV,"$11,200","$1,200","$10,000"
"data/Foreign Connected PACs, 2003-2004.csv",AREVA Inc,France/Areva Group,"$18,500","$2,000","$16,500"
"data/Foreign Connected PACs, 2003-2004.csv",ASARCO LLC,Mexico/Nueva Grupo Mexico,$0,$0,$0
"data/Foreign Connected PACs, 2003-2004.csv",AstraZeneca Pharmaceuticals (AstraZeneca PLC),UK/AstraZeneca,"$219,130","$61,630","$157,500"
"data/Foreign Connected PACs, 2003-2004.csv",ATOFINA Chemicals (TOTAL SA),France/TOTAL SA,"$22,000","$2,500","$19,500"
"data/Foreign Connected PACs, 2003-2004.csv",Austin Nichols & Co,France/Pernod Ricard SA,"$5,500","$2,500","$3,000"
"data/Foreign Connected PACs, 2003-2004.csv",Aventis Pharmaceuticals (Sanofi-Aventis),France/Sanofi-Aventis,"$109,265","$25,515","$83,750"
"data/Foreign Connected PACs, 2003-2004.csv",AXA Equitable Life Insurance (AXA),France/AXA,"$145,500","$39,000","$106,500"
"data/Foreign Connected PACs, 2003-2004.csv",Babcock & Wilcox (McDermott International),Panama/McDermott International,"$26,000","$7,000","$19,000"
"data/Foreign Connected PACs, 2003-2004.csv",Bacardi USA,UK/Bacardi Ltd,"$13,973","$4,000","$9,973"
"data/Foreign Connected PACs, 2003-2004.csv",BAE Systems Information Technology (BAE Systems),UK/BAE Systems,$0,$0,$0
"data/Foreign Connected PACs, 2003-2004.csv",BAE Systems North America (BAE Systems),UK/BAE Systems,"$302,150","$134,100","$168,050"
"data/Foreign Connected PACs, 2003-2004.csv",Ballard Power Systems,Canada/Ballard Power Systems,"$5,000","$5,000",$0
"data/Foreign Connected PACs, 2003-2004.csv",Barrick Goldstrike Mines,Canada/Barrick Gold Corp,"$60,000","$14,000","$46,000"
"data/Foreign Connected PACs, 2003-2004.csv",BASF Corp,Germany/BASF Group,"$92,000","$10,500","$81,500"
"data/Foreign Connected PACs, 2003-2004.csv",Bayer Corp,Germany/Bayer AG,"$250,500","$59,000","$191,500"
"data/Foreign Connected PACs, 2003-2004.csv",BNFL Inc (BNFL PLC),UK/British Nuclear Fuels PLC,"$23,500","$1,000","$22,500"
"data/Foreign Connected PACs, 2003-2004.csv",BOC Group,UK/BOC Group,$0,$0,$0
"data/Foreign Connected PACs, 2003-2004.csv",Bombardier Transportation USA (Bombardier Inc),Canada/Bombardier Inc,"$19,025","$4,500","$14,525"
"data/Foreign Connected PACs, 2003-2004.csv",BP North America,UK/BP PLC,"$219,999","$83,500","$136,499"
"data/Foreign Connected PACs, 2003-2004.csv",Bridgestone Americas,Japan/Bridgestone Corp,"$107,250","$34,000","$73,250"
"data/Foreign Connected PACs, 2003-2004.csv",Budd Co,Germany/ThyssenKrupp AG,"$15,827","$3,000","$12,827"
"data/Foreign Connected PACs, 2003-2004.csv",Burson-Marsteller (WPP Group),UK/WPP Group,"$78,250","$29,500","$46,250"
"data/Foreign Connected PACs, 2003-2004.csv",Business Men's Assurance Co,Italy/Assicurazioni Generali,"$4,065",$0,"$4,065"
"data/Foreign Connected PACs, 2003-2004.csv",Buzzi Unicem USA,Italy/Buzzi Unicem SpA,"$5,500",$0,"$5,500"
"data/Foreign Connected PACs, 2003-2004.csv",BWX Technologies (McDermott International),Panama/McDermott International,"$75,499","$15,500","$59,999"
"data/Foreign Connected PACs, 2003-2004.csv",California Portland Cement Co,Japan/Taiheiyo Cement Co,"$18,650","$2,150","$16,500"
"data/Foreign Connected PACs, 2003-2004.csv",Case New Holland,Italy/Fiat SPA,"$52,000","$5,500","$46,500"
"data/Foreign Connected PACs, 2003-2004.csv",CGI-AMS,Canada/CGI Group,$0,$0,$0
"data/Foreign Connected PACs, 2003-2004.csv",CGU Corp,UK/CGNU PLC,"$2,000","$2,000",$0
"data/Foreign Connected PACs, 2003-2004.csv",Ciba Specialty Chemicals,Switzerland/Ciba Specialty Chemicals Holding,"$21,070","$5,070","$16,000"
"data/Foreign Connected PACs, 2003-2004.csv",CIBC World Markets,Canada/Canadian Imperial Bank of Commerce,$0,$0,$0
"data/Foreign Connected PACs, 2003-2004.csv",Citizens Financial Group (Royal Bank of Scotland),UK/Royal Bank of Scotland Group,"$39,800","$20,400","$19,400"
"data/Foreign Connected PACs, 2003-2004.csv",Cooper Industries,Ireland/Cooper Industries Ltd,"$198,000",$0,"$193,000"
"data/Foreign Connected PACs, 2003-2004.csv",Coral Energy (Royal Dutch/Shell Group of Companies),Netherlands/Royal Dutch/Shell Group of Companies,$0,$0,$0
"data/Foreign Connected PACs, 2003-2004.csv",Credit Suisse First Boston (Credit Suisse Group),Switzerland/Credit Suisse Group,"$379,250","$143,250","$236,000"
"data/Foreign Connected PACs, 2003-2004.csv",DaimlerChrysler (DaimlerChrysler),Germany/DaimlerChrysler AG,"$440,100","$135,220","$304,880"
"data/Foreign Connected PACs, 2003-2004.csv",Diageo North America,UK/Diageo PLC,"$39,500","$18,000","$21,500"
"data/Foreign Connected PACs, 2003-2004.csv",Dial Corp,Germany/Henkel KGaA,"$28,500","$9,000","$19,500"
"data/Foreign Connected PACs, 2003-2004.csv",DIRECTV Group (News Corporation),Australia/News Corp,"$9,000","$5,000","$4,000"
"data/Foreign Connected PACs, 2003-2004.csv",Domnick Hunter Inc,UK/Domnick Hunter Group,"$1,500",$0,"$1,500"
"data/Foreign Connected PACs, 2003-2004.csv",E ON US,Germany/Eon AG,"$19,500","$1,000","$18,500"
"data/Foreign Connected PACs, 2003-2004.csv",EmCare Inc (Onex Corp),Canada/Onex Corp,$0,$0,$0
"data/Foreign Connected PACs, 2003-2004.csv",Essroc Corp,Italy/Italcementi Group,"$7,900","$2,500","$5,400"
"data/Foreign Connected PACs, 2003-2004.csv",Experian,UK/GUS plc,"$53,250","$17,000","$36,250"
"data/Foreign Connected PACs, 2003-2004.csv",Farmers Group (Zurich Financial Services),Switzerland/Zurich Financial Services,"$36,350","$3,500","$32,850"
"data/Foreign Connected PACs, 2003-2004.csv",First Hawaiian Bank (BNP Paribas),France/BNP Paribas,$0,$0,$0
"data/Foreign Connected PACs, 2003-2004.csv",Food Lion,Belgium/Delhaize Group,"$36,150","$7,900","$28,250"
"data/Foreign Connected PACs, 2003-2004.csv",Foster Wheeler,Switzerland/Foster Wheeler PLC,$0,$0,$0
"data/Foreign Connected PACs, 2003-2004.csv",Fresenius Medical Care North America,Germany/Fresenius Medical Care,"$7,500","$3,000","$4,500"
"data/Foreign Connected PACs, 2003-2004.csv",Gambro BCT (Gambro AB),Sweden/Gambro AB,"$4,500",$0,"$4,500"
